contender, input_graph, iteration, num_vertices, num_edges, factory_time_ns, execution_time_ns, result_correct
fast_kruskal, GNM, 3, 8192, 65536, 20, 3209012, yes
i_max_filter, GNM, 0, 8192, 65536, 20, 1882299, yes
i_max_filter, GNM, 1, 8192, 65536, 20, 1868439, yes
i_max_filter, GNM, 2, 8192, 65536, 30, 1859819, yes
i_max_filter, GNM, 3, 8192, 65536, 20, 1882409, yes
parallel_i_max_filter, GNM, 0, 8192, 65536, 20, 1863969, yes
parallel_i_max_filter, GNM, 1, 8192, 65536, 20, 1875759, yes
parallel_i_max_filter, GNM, 2, 8192, 65536, 20, 1877150, yes
parallel_i_max_filter, GNM, 3, 8192, 65536, 10, 1896970, yes
jarnik_prim, GNM, 0, 8192, 65536, 20, 1896420, yes
jarnik_prim, GNM, 1, 8192, 65536, 20, 1891809, yes
jarnik_prim, GNM, 2, 8192, 65536, 20, 1900489, yes
jarnik_prim, GNM, 3, 8192, 65536, 20, 1883319, yes
fast_kruskal, GNM, 0, 8192, 131072, 30, 7170594, yes
fast_kruskal, GNM, 1, 8192, 131072, 20, 6391076, yes
fast_kruskal, GNM, 2, 8192, 131072, 20, 6399206, yes
fast_kruskal, GNM, 3, 8192, 131072, 20, 6406526, yes
i_max_filter, GNM, 0, 8192, 131072, 10, 3347365, yes
i_max_filter, GNM, 1, 8192, 131072, 20, 3338114, yes
i_max_filter, GNM, 2, 8192, 131072, 20, 3273344, yes
i_max_filter, GNM, 3, 8192, 131072, 20, 3295904, yes
parallel_i_max_filter, GNM, 0, 8192, 131072, 20, 3215833, yes
parallel_i_max_filter, GNM, 1, 8192, 131072, 20, 3117932, yes
parallel_i_max_filter, GNM, 2, 8192, 131072, 20, 2987381, yes
parallel_i_max_filter, GNM, 3, 8192, 131072, 20, 3023101, yes
jarnik_prim, GNM, 0, 8192, 131072, 20, 2783959, yes
jarnik_prim, GNM, 1, 8192, 131072, 20, 2778709, yes
jarnik_prim, GNM, 2, 8192, 131072, 10, 2751138, yes
jarnik_prim, GNM, 3, 8192, 131072, 20, 2775048, yes
fast_kruskal, GNM, 0, 8192, 262144, 30, 14566050, yes
fast_kruskal, GNM, 1, 8192, 262144, 20, 13354546, yes
fast_kruskal, GNM, 2, 8192, 262144, 20, 13326457, yes
fast_kruskal, GNM, 3, 8192, 262144, 20, 13285656, yes
i_max_filter, GNM, 0, 8192, 262144, 20, 4444685, yes
i_max_filter, GNM, 1, 8192, 262144, 30, 4456835, yes
i_max_filter, GNM, 2, 8192, 262144, 20, 4443517, yes
i_max_filter, GNM, 3, 8192, 262144, 30, 4411125, yes
parallel_i_max_filter, GNM, 0, 8192, 262144, 20, 3790580, yes
parallel_i_max_filter, GNM, 1, 8192, 262144, 30, 3820499, yes
parallel_i_max_filter, GNM, 2, 8192, 262144, 30, 3834489, yes
parallel_i_max_filter, GNM, 3, 8192, 262144, 20, 3822099, yes
jarnik_prim, GNM, 0, 8192, 262144, 30, 4516756, yes
jarnik_prim, GNM, 1, 8192, 262144, 30, 4585137, yes
jarnik_prim, GNM, 2, 8192, 262144, 20, 4777439, yes
jarnik_prim, GNM, 3, 8192, 262144, 30, 4729129, yes
fast_kruskal, GNM, 0, 8192, 524288, 30, 29671294, yes
fast_kruskal, GNM, 1, 8192, 524288, 30, 27851586, yes
fast_kruskal, GNM, 2, 8192, 524288, 30, 28280581, yes
fast_kruskal, GNM, 3, 8192, 524288, 30, 28199960, yes
i_max_filter, GNM, 0, 8192, 524288, 40, 6128203, yes
i_max_filter, GNM, 1, 8192, 524288, 40, 6445446, yes
i_max_filter, GNM, 2, 8192, 524288, 40, 6751180, yes
i_max_filter, GNM, 3, 8192, 524288, 30, 6643498, yes
parallel_i_max_filter, GNM, 0, 8192, 524288, 30, 5261664, yes
parallel_i_max_filter, GNM, 1, 8192, 524288, 30, 5288254, yes
parallel_i_max_filter, GNM, 2, 8192, 524288, 30, 4966231, yes
parallel_i_max_filter, GNM, 3, 8192, 524288, 30, 4938210, yes
jarnik_prim, GNM, 0, 8192, 524288, 60, 8926131, yes
jarnik_prim, GNM, 1, 8192, 524288, 20, 8992372, yes
jarnik_prim, GNM, 2, 8192, 524288, 30, 8571878, yes
jarnik_prim, GNM, 3, 8192, 524288, 20, 8713649, yes
fast_kruskal, GNM, 0, 16384, 16384, 20, 993590, yes
fast_kruskal, GNM, 1, 16384, 16384, 20, 983560, yes
fast_kruskal, GNM, 2, 16384, 16384, 10, 984920, yes
fast_kruskal, GNM, 3, 16384, 16384, 20, 970180, yes
i_max_filter, GNM, 0, 16384, 16384, 20, 1420535, yes
i_max_filter, GNM, 1, 16384, 16384, 30, 1443454, yes
i_max_filter, GNM, 2, 16384, 16384, 20, 1437164, yes
i_max_filter, GNM, 3, 16384, 16384, 20, 1439425, yes
parallel_i_max_filter, GNM, 0, 16384, 16384, 10, 1413114, yes
parallel_i_max_filter, GNM, 1, 16384, 16384, 20, 1440705, yes
parallel_i_max_filter, GNM, 2, 16384, 16384, 20, 1431285, yes
parallel_i_max_filter, GNM, 3, 16384, 16384, 30, 1456525, yes
jarnik_prim, GNM, 0, 16384, 16384, 20, 1432824, yes
jarnik_prim, GNM, 1, 16384, 16384, 20, 1421155, yes
jarnik_prim, GNM, 2, 16384, 16384, 20, 1440145, yes
jarnik_prim, GNM, 3, 16384, 16384, 20, 1439575, yes
fast_kruskal, GNM, 0, 16384, 32768, 20, 2063301, yes
fast_kruskal, GNM, 1, 16384, 32768, 20, 2046071, yes
fast_kruskal, GNM, 2, 16384, 32768, 10, 2069231, yes
fast_kruskal, GNM, 3, 16384, 32768, 20, 2056731, yes
i_max_filter, GNM, 0, 16384, 32768, 20, 2204903, yes
i_max_filter, GNM, 1, 16384, 32768, 10, 2196923, yes
i_max_filter, GNM, 2, 16384, 32768, 20, 2199383, yes
i_max_filter, GNM, 3, 16384, 32768, 20, 2196973, yes
parallel_i_max_filter, GNM, 0, 16384, 32768, 20, 2181433, yes
parallel_i_max_filter, GNM, 1, 16384, 32768, 30, 2218493, yes
parallel_i_max_filter, GNM, 2, 16384, 32768, 20, 2171292, yes
parallel_i_max_filter, GNM, 3, 16384, 32768, 20, 2191452, yes
jarnik_prim, GNM, 0, 16384, 32768, 20, 2210112, yes
jarnik_prim, GNM, 1, 16384, 32768, 20, 2201354, yes
jarnik_prim, GNM, 2, 16384, 32768, 20, 2206603, yes
jarnik_prim, GNM, 3, 16384, 32768, 20, 2203233, yes
fast_kruskal, GNM, 0, 16384, 65536, 30, 3476746, yes
fast_kruskal, GNM, 1, 16384, 65536, 30, 3407275, yes
fast_kruskal, GNM, 2, 16384, 65536, 30, 3452065, yes
fast_kruskal, GNM, 3, 16384, 65536, 30, 3408035, yes
i_max_filter, GNM, 0, 16384, 65536, 30, 2989691, yes
i_max_filter, GNM, 1, 16384, 65536, 30, 3013521, yes
i_max_filter, GNM, 2, 16384, 65536, 30, 2975870, yes
i_max_filter, GNM, 3, 16384, 65536, 30, 2964171, yes
parallel_i_max_filter, GNM, 0, 16384, 65536, 30, 2976910, yes
parallel_i_max_filter, GNM, 1, 16384, 65536, 30, 2961641, yes
parallel_i_max_filter, GNM, 2, 16384, 65536, 20, 3012931, yes
parallel_i_max_filter, GNM, 3, 16384, 65536, 30, 3062802, yes
jarnik_prim, GNM, 0, 16384, 65536, 20, 3085011, yes
jarnik_prim, GNM, 1, 16384, 65536, 20, 3016061, yes
jarnik_prim, GNM, 2, 16384, 65536, 20, 2955291, yes
jarnik_prim, GNM, 3, 16384, 65536, 20, 2993181, yes
fast_kruskal, GNM, 0, 16384, 131072, 30, 7819800, yes
fast_kruskal, GNM, 1, 16384, 131072, 30, 7745720, yes
fast_kruskal, GNM, 2, 16384, 131072, 30, 7740779, yes
fast_kruskal, GNM, 3, 16384, 131072, 30, 7767530, yes
i_max_filter, GNM, 0, 16384, 131072, 30, 4136824, yes
i_max_filter, GNM, 1, 16384, 131072, 20, 4168473, yes
i_max_filter, GNM, 2, 16384, 131072, 20, 4111324, yes
i_max_filter, GNM, 3, 16384, 131072, 20, 4135812, yes
parallel_i_max_filter, GNM, 0, 16384, 131072, 20, 4125913, yes
parallel_i_max_filter, GNM, 1, 16384, 131072, 20, 4108992, yes
parallel_i_max_filter, GNM, 2, 16384, 131072, 30, 4114294, yes
parallel_i_max_filter, GNM, 3, 16384, 131072, 20, 4097962, yes
jarnik_prim, GNM, 0, 16384, 131072, 10, 4185873, yes
jarnik_prim, GNM, 1, 16384, 131072, 30, 4128002, yes
jarnik_prim, GNM, 2, 16384, 131072, 30, 4189422, yes
jarnik_prim, GNM, 3, 16384, 131072, 30, 4193223, yes
fast_kruskal, GNM, 0, 16384, 262144, 30, 15962945, yes
fast_kruskal, GNM, 1, 16384, 262144, 30, 15788083, yes
fast_kruskal, GNM, 2, 16384, 262144, 20, 15757133, yes
fast_kruskal, GNM, 3, 16384, 262144, 10, 15760433, yes
i_max_filter, GNM, 0, 16384, 262144, 20, 7631369, yes
i_max_filter, GNM, 1, 16384, 262144, 30, 7836880, yes
i_max_filter, GNM, 2, 16384, 262144, 20, 7816070, yes
i_max_filter, GNM, 3, 16384, 262144, 30, 7701809, yes
parallel_i_max_filter, GNM, 0, 16384, 262144, 30, 6902531, yes
parallel_i_max_filter, GNM, 1, 16384, 262144, 30, 7190205, yes
parallel_i_max_filter, GNM, 2, 16384, 262144, 30, 7059632, yes
parallel_i_max_filter, GNM, 3, 16384, 262144, 30, 7038732, yes
jarnik_prim, GNM, 0, 16384, 262144, 30, 6135233, yes
jarnik_prim, GNM, 1, 16384, 262144, 30, 6093052, yes
jarnik_prim, GNM, 2, 16384, 262144, 30, 6094213, yes
jarnik_prim, GNM, 3, 16384, 262144, 30, 6072742, yes
fast_kruskal, GNM, 0, 16384, 524288, 30, 34953269, yes
fast_kruskal, GNM, 1, 16384, 524288, 30, 32597234, yes
fast_kruskal, GNM, 2, 16384, 524288, 20, 32632536, yes
fast_kruskal, GNM, 3, 16384, 524288, 30, 32570444, yes
i_max_filter, GNM, 0, 16384, 524288, 40, 9706630, yes
i_max_filter, GNM, 1, 16384, 524288, 30, 9558749, yes
i_max_filter, GNM, 2, 16384, 524288, 20, 9612439, yes
i_max_filter, GNM, 3, 16384, 524288, 20, 9570578, yes
parallel_i_max_filter, GNM, 0, 16384, 524288, 40, 8106633, yes
parallel_i_max_filter, GNM, 1, 16384, 524288, 40, 8210935, yes
parallel_i_max_filter, GNM, 2, 16384, 524288, 20, 8343065, yes
parallel_i_max_filter, GNM, 3, 16384, 524288, 20, 8243964, yes
jarnik_prim, GNM, 0, 16384, 524288, 30, 11029664, yes
jarnik_prim, GNM, 1, 16384, 524288, 30, 11461967, yes
jarnik_prim, GNM, 2, 16384, 524288, 20, 11178634, yes
jarnik_prim, GNM, 3, 16384, 524288, 10, 11163225, yes
fast_kruskal, GNM, 0, 16384, 1048576, 30, 62187678, yes
fast_kruskal, GNM, 1, 16384, 1048576, 30, 61372751, yes
fast_kruskal, GNM, 2, 16384, 1048576, 30, 61466511, yes
fast_kruskal, GNM, 3, 16384, 1048576, 30, 61837506, yes
i_max_filter, GNM, 0, 16384, 1048576, 30, 13769480, yes
i_max_filter, GNM, 1, 16384, 1048576, 30, 13746791, yes
i_max_filter, GNM, 2, 16384, 1048576, 30, 13690612, yes
i_max_filter, GNM, 3, 16384, 1048576, 20, 13731732, yes
parallel_i_max_filter, GNM, 0, 16384, 1048576, 20, 11640031, yes
parallel_i_max_filter, GNM, 1, 16384, 1048576, 30, 11934182, yes
parallel_i_max_filter, GNM, 2, 16384, 1048576, 30, 11708530, yes
parallel_i_max_filter, GNM, 3, 16384, 1048576, 40, 11743830, yes
jarnik_prim, GNM, 0, 16384, 1048576, 40, 18529180, yes
jarnik_prim, GNM, 1, 16384, 1048576, 40, 18711853, yes
jarnik_prim, GNM, 2, 16384, 1048576, 40, 18731493, yes
jarnik_prim, GNM, 3, 16384, 1048576, 40, 18901303, yes
fast_kruskal, GNM, 0, 32768, 32768, 30, 2076182, yes
fast_kruskal, GNM, 1, 32768, 32768, 40, 2088621, yes
fast_kruskal, GNM, 2, 32768, 32768, 30, 2034651, yes
fast_kruskal, GNM, 3, 32768, 32768, 30, 2027170, yes
i_max_filter, GNM, 0, 32768, 32768, 30, 3022341, yes
i_max_filter, GNM, 1, 32768, 32768, 40, 2929670, yes
i_max_filter, GNM, 2, 32768, 32768, 40, 2990410, yes
i_max_filter, GNM, 3, 32768, 32768, 20, 3005051, yes
parallel_i_max_filter, GNM, 0, 32768, 32768, 20, 3026912, yes
parallel_i_max_filter, GNM, 1, 32768, 32768, 30, 2990921, yes
parallel_i_max_filter, GNM, 2, 32768, 32768, 20, 2986791, yes
parallel_i_max_filter, GNM, 3, 32768, 32768, 30, 2991831, yes
jarnik_prim, GNM, 0, 32768, 32768, 30, 2988241, yes
jarnik_prim, GNM, 1, 32768, 32768, 30, 3007990, yes
jarnik_prim, GNM, 2, 32768, 32768, 30, 3017161, yes
jarnik_prim, GNM, 3, 32768, 32768, 20, 3059231, yes
fast_kruskal, GNM, 0, 32768, 65536, 30, 4256774, yes
fast_kruskal, GNM, 1, 32768, 65536, 20, 4208083, yes
fast_kruskal, GNM, 2, 32768, 65536, 20, 4234725, yes
fast_kruskal, GNM, 3, 32768, 65536, 20, 4230503, yes
i_max_filter, GNM, 0, 32768, 65536, 30, 4770038, yes
i_max_filter, GNM, 1, 32768, 65536, 30, 4776760, yes
i_max_filter, GNM, 2, 32768, 65536, 20, 4823789, yes
i_max_filter, GNM, 3, 32768, 65536, 20, 4735979, yes
parallel_i_max_filter, GNM, 0, 32768, 65536, 20, 4794459, yes
parallel_i_max_filter, GNM, 1, 32768, 65536, 20, 4752239, yes
parallel_i_max_filter, GNM, 2, 32768, 65536, 20, 4843379, yes
parallel_i_max_filter, GNM, 3, 32768, 65536, 10, 4809780, yes
jarnik_prim, GNM, 0, 32768, 65536, 20, 4823730, yes
jarnik_prim, GNM, 1, 32768, 65536, 20, 4833710, yes
jarnik_prim, GNM, 2, 32768, 65536, 20, 4789499, yes
jarnik_prim, GNM, 3, 32768, 65536, 30, 4812911, yes
fast_kruskal, GNM, 0, 32768, 131072, 20, 7061813, yes
fast_kruskal, GNM, 1, 32768, 131072, 20, 7009942, yes
fast_kruskal, GNM, 2, 32768, 131072, 30, 6998741, yes
fast_kruskal, GNM, 3, 32768, 131072, 20, 7022813, yes
i_max_filter, GNM, 0, 32768, 131072, 20, 6569188, yes
i_max_filter, GNM, 1, 32768, 131072, 10, 6525087, yes
i_max_filter, GNM, 2, 32768, 131072, 20, 6509157, yes
i_max_filter, GNM, 3, 32768, 131072, 20, 6458196, yes
parallel_i_max_filter, GNM, 0, 32768, 131072, 20, 6502317, yes
parallel_i_max_filter, GNM, 1, 32768, 131072, 20, 6408617, yes
parallel_i_max_filter, GNM, 2, 32768, 131072, 20, 6496737, yes
parallel_i_max_filter, GNM, 3, 32768, 131072, 30, 6496196, yes
jarnik_prim, GNM, 0, 32768, 131072, 20, 6505507, yes
jarnik_prim, GNM, 1, 32768, 131072, 30, 6544967, yes
jarnik_prim, GNM, 2, 32768, 131072, 30, 6583259, yes
jarnik_prim, GNM, 3, 32768, 131072, 30, 6565737, yes
fast_kruskal, GNM, 0, 32768, 262144, 30, 16271637, yes
fast_kruskal, GNM, 1, 32768, 262144, 30, 16178045, yes
fast_kruskal, GNM, 2, 32768, 262144, 30, 16155777, yes
fast_kruskal, GNM, 3, 32768, 262144, 20, 16166966, yes
i_max_filter, GNM, 0, 32768, 262144, 20, 9409877, yes
i_max_filter, GNM, 1, 32768, 262144, 20, 9329286, yes
i_max_filter, GNM, 2, 32768, 262144, 30, 9257184, yes
i_max_filter, GNM, 3, 32768, 262144, 10, 9283525, yes
parallel_i_max_filter, GNM, 0, 32768, 262144, 30, 9185624, yes
parallel_i_max_filter, GNM, 1, 32768, 262144, 30, 9207025, yes
parallel_i_max_filter, GNM, 2, 32768, 262144, 30, 9044924, yes
parallel_i_max_filter, GNM, 3, 32768, 262144, 10, 9107545, yes
jarnik_prim, GNM, 0, 32768, 262144, 20, 9327916, yes
jarnik_prim, GNM, 1, 32768, 262144, 30, 9244135, yes
jarnik_prim, GNM, 2, 32768, 262144, 20, 9283075, yes
jarnik_prim, GNM, 3, 32768, 262144, 30, 9279035, yes
fast_kruskal, GNM, 0, 32768, 524288, 30, 30897058, yes
fast_kruskal, GNM, 1, 32768, 524288, 20, 28734646, yes
fast_kruskal, GNM, 2, 32768, 524288, 20, 28693335, yes
fast_kruskal, GNM, 3, 32768, 524288, 20, 28676335, yes
i_max_filter, GNM, 0, 32768, 524288, 30, 17118556, yes
i_max_filter, GNM, 1, 32768, 524288, 30, 16943663, yes
i_max_filter, GNM, 2, 32768, 524288, 30, 16780403, yes
i_max_filter, GNM, 3, 32768, 524288, 20, 16736601, yes
parallel_i_max_filter, GNM, 0, 32768, 524288, 30, 15038914, yes
parallel_i_max_filter, GNM, 1, 32768, 524288, 40, 15253927, yes
parallel_i_max_filter, GNM, 2, 32768, 524288, 30, 15069264, yes
parallel_i_max_filter, GNM, 3, 32768, 524288, 40, 15084896, yes
jarnik_prim, GNM, 0, 32768, 524288, 40, 15770411, yes
jarnik_prim, GNM, 1, 32768, 524288, 30, 15854163, yes
jarnik_prim, GNM, 2, 32768, 524288, 30, 15587590, yes
jarnik_prim, GNM, 3, 32768, 524288, 30, 15602021, yes
fast_kruskal, GNM, 0, 32768, 1048576, 30, 61491731, yes
fast_kruskal, GNM, 1, 32768, 1048576, 20, 60954536, yes
fast_kruskal, GNM, 2, 32768, 1048576, 30, 61047188, yes
fast_kruskal, GNM, 3, 32768, 1048576, 30, 60938846, yes
i_max_filter, GNM, 0, 32768, 1048576, 30, 21530310, yes
i_max_filter, GNM, 1, 32768, 1048576, 30, 21921755, yes
i_max_filter, GNM, 2, 32768, 1048576, 20, 21786474, yes
i_max_filter, GNM, 3, 32768, 1048576, 30, 21981615, yes
parallel_i_max_filter, GNM, 0, 32768, 1048576, 30, 19070036, yes
parallel_i_max_filter, GNM, 1, 32768, 1048576, 30, 19100687, yes
parallel_i_max_filter, GNM, 2, 32768, 1048576, 20, 19200866, yes
parallel_i_max_filter, GNM, 3, 32768, 1048576, 30, 19341419, yes
jarnik_prim, GNM, 0, 32768, 1048576, 40, 24055447, yes
jarnik_prim, GNM, 1, 32768, 1048576, 40, 24726963, yes
jarnik_prim, GNM, 2, 32768, 1048576, 40, 24970377, yes
jarnik_prim, GNM, 3, 32768, 1048576, 40, 24950897, yes
fast_kruskal, GNM, 0, 32768, 2097152, 30, 129981355, yes
fast_kruskal, GNM, 1, 32768, 2097152, 40, 129098296, yes
fast_kruskal, GNM, 2, 32768, 2097152, 30, 129035375, yes
fast_kruskal, GNM, 3, 32768, 2097152, 30, 131063525, yes
i_max_filter, GNM, 0, 32768, 2097152, 40, 30109110, yes
i_max_filter, GNM, 1, 32768, 2097152, 40, 30063298, yes
i_max_filter, GNM, 2, 32768, 2097152, 30, 29892177, yes
i_max_filter, GNM, 3, 32768, 2097152, 30, 29911296, yes
parallel_i_max_filter, GNM, 0, 32768, 2097152, 40, 24492672, yes
parallel_i_max_filter, GNM, 1, 32768, 2097152, 30, 24135328, yes
parallel_i_max_filter, GNM, 2, 32768, 2097152, 30, 24095536, yes
parallel_i_max_filter, GNM, 3, 32768, 2097152, 40, 24271770, yes
jarnik_prim, GNM, 0, 32768, 2097152, 40, 38778038, yes
jarnik_prim, GNM, 1, 32768, 2097152, 40, 37842509, yes
jarnik_prim, GNM, 2, 32768, 2097152, 40, 38241723, yes
jarnik_prim, GNM, 3, 32768, 2097152, 40, 38604146, yes
fast_kruskal, GNM, 0, 65536, 65536, 40, 5249834, yes
fast_kruskal, GNM, 1, 65536, 65536, 40, 4309174, yes
fast_kruskal, GNM, 2, 65536, 65536, 30, 4315165, yes
fast_kruskal, GNM, 3, 65536, 65536, 30, 4333125, yes
i_max_filter, GNM, 0, 65536, 65536, 30, 6330984, yes
i_max_filter, GNM, 1, 65536, 65536, 30, 6341245, yes
i_max_filter, GNM, 2, 65536, 65536, 30, 6330105, yes
i_max_filter, GNM, 3, 65536, 65536, 30, 6272504, yes
parallel_i_max_filter, GNM, 0, 65536, 65536, 30, 6306576, yes
parallel_i_max_filter, GNM, 1, 65536, 65536, 30, 6271856, yes
parallel_i_max_filter, GNM, 2, 65536, 65536, 20, 6284395, yes
parallel_i_max_filter, GNM, 3, 65536, 65536, 30, 6276554, yes
jarnik_prim, GNM, 0, 65536, 65536, 40, 6369356, yes
jarnik_prim, GNM, 1, 65536, 65536, 40, 6342244, yes
jarnik_prim, GNM, 2, 65536, 65536, 30, 6311015, yes
jarnik_prim, GNM, 3, 65536, 65536, 30, 6281554, yes
fast_kruskal, GNM, 0, 65536, 131072, 30, 9365836, yes
fast_kruskal, GNM, 1, 65536, 131072, 30, 8794430, yes
fast_kruskal, GNM, 2, 65536, 131072, 30, 8829540, yes
fast_kruskal, GNM, 3, 65536, 131072, 30, 8810550, yes
i_max_filter, GNM, 0, 65536, 131072, 30, 10219756, yes
i_max_filter, GNM, 1, 65536, 131072, 30, 10314815, yes
i_max_filter, GNM, 2, 65536, 131072, 40, 10320387, yes
i_max_filter, GNM, 3, 65536, 131072, 30, 10314266, yes
parallel_i_max_filter, GNM, 0, 65536, 131072, 30, 10299377, yes
parallel_i_max_filter, GNM, 1, 65536, 131072, 30, 10358876, yes
parallel_i_max_filter, GNM, 2, 65536, 131072, 30, 10309636, yes
parallel_i_max_filter, GNM, 3, 65536, 131072, 30, 10292645, yes
jarnik_prim, GNM, 0, 65536, 131072, 30, 10276585, yes
jarnik_prim, GNM, 1, 65536, 131072, 40, 10270315, yes
jarnik_prim, GNM, 2, 65536, 131072, 40, 10554288, yes
jarnik_prim, GNM, 3, 65536, 131072, 30, 9889551, yes
fast_kruskal, GNM, 0, 65536, 262144, 40, 17763853, yes
fast_kruskal, GNM, 1, 65536, 262144, 30, 17292848, yes
fast_kruskal, GNM, 2, 65536, 262144, 30, 17114527, yes
fast_kruskal, GNM, 3, 65536, 262144, 40, 17117127, yes
i_max_filter, GNM, 0, 65536, 262144, 30, 14421738, yes
i_max_filter, GNM, 1, 65536, 262144, 30, 14391838, yes
i_max_filter, GNM, 2, 65536, 262144, 30, 14570499, yes
i_max_filter, GNM, 3, 65536, 262144, 30, 14301586, yes
parallel_i_max_filter, GNM, 0, 65536, 262144, 30, 14439999, yes
parallel_i_max_filter, GNM, 1, 65536, 262144, 30, 14350027, yes
parallel_i_max_filter, GNM, 2, 65536, 262144, 30, 14568179, yes
parallel_i_max_filter, GNM, 3, 65536, 262144, 30, 14510319, yes
jarnik_prim, GNM, 0, 65536, 262144, 30, 14492329, yes
jarnik_prim, GNM, 1, 65536, 262144, 40, 14403418, yes
jarnik_prim, GNM, 2, 65536, 262144, 30, 14699581, yes
jarnik_prim, GNM, 3, 65536, 262144, 30, 14690390, yes
fast_kruskal, GNM, 0, 65536, 524288, 30, 36923719, yes
fast_kruskal, GNM, 1, 65536, 524288, 30, 34627306, yes
fast_kruskal, GNM, 2, 65536, 524288, 30, 34553274, yes
fast_kruskal, GNM, 3, 65536, 524288, 30, 34647746, yes
i_max_filter, GNM, 0, 65536, 524288, 30, 21184467, yes
i_max_filter, GNM, 1, 65536, 524288, 40, 21153688, yes
i_max_filter, GNM, 2, 65536, 524288, 30, 20813984, yes
i_max_filter, GNM, 3, 65536, 524288, 30, 20713772, yes
parallel_i_max_filter, GNM, 0, 65536, 524288, 30, 20797614, yes
parallel_i_max_filter, GNM, 1, 65536, 524288, 30, 20750644, yes
parallel_i_max_filter, GNM, 2, 65536, 524288, 30, 21424369, yes
parallel_i_max_filter, GNM, 3, 65536, 524288, 30, 20436839, yes
jarnik_prim, GNM, 0, 65536, 524288, 30, 20946886, yes
jarnik_prim, GNM, 1, 65536, 524288, 40, 20882315, yes
jarnik_prim, GNM, 2, 65536, 524288, 30, 21336168, yes
jarnik_prim, GNM, 3, 65536, 524288, 30, 20914134, yes
fast_kruskal, GNM, 0, 65536, 1048576, 30, 63795434, yes
fast_kruskal, GNM, 1, 65536, 1048576, 30, 63468732, yes
